,OC,MF_OC,EC,MF_EC,ABS_ERROR_EC,ABS_ERROR_OC
27889,6.6,5.6560000000000015,1.4,1.4,0.0,0.9439999999999982
27914,3.96,3.5128999999999992,0.8,0.8,0.0,0.4471000000000007
27926,5.56,5.047299999999999,1.52,1.4724000000000004,0.04759999999999964,0.5127000000000006
27937,4.41,3.8600000000000017,0.98,0.98,0.0,0.5499999999999985
27950,3.91,3.7595000000000027,0.89,0.89,0.0,0.1504999999999974
28046,2.12,2.1357999999999997,0.52,0.52,0.0,0.015799999999999592
28111,2.29,2.052900000000001,0.61,0.61,0.0,0.23709999999999898
28165,6.03,6.2094000000000005,1.81,1.81,0.0,0.17940000000000023
28268,2.06,2.0168999999999997,0.41,0.41,0.0,0.04310000000000036
28346,5.08,5.3961999999999986,1.42,1.42,0.0,0.3161999999999985
28399,2.85,2.8769,0.95,0.95,0.0,0.026899999999999924
28405,2.56,2.2360999999999995,0.51,0.51,0.0,0.3239000000000005
28437,5.94,5.4635999999999925,0.57,0.57,0.0,0.47640000000000793
28559,1.49,1.6061,0.61,0.61,0.0,0.11610000000000009
28721,2.74,2.999300000000001,0.72,0.72,0.0,0.259300000000001
28732,6.54,4.5166999999999975,1.15,1.15,0.0,2.0233000000000025
28753,5.55,4.837499999999999,1.33,1.33,0.0,0.7125000000000012
28810,2.4,2.565399999999999,0.85,0.85,0.0,0.1653999999999991
28962,2.68,2.6975000000000007,0.89,0.89,0.0,0.017500000000000515
28968,3.05,3.1889999999999996,0.97,0.97,0.0,0.1389999999999998
28971,3.05,3.2798000000000007,1.0,1.0,0.0,0.2298000000000009
29008,5.5,5.365799999999999,1.41,1.41,0.0,0.13420000000000076
29051,1.75,1.8774000000000004,0.34,0.34,0.0,0.1274000000000004
29130,1.4,1.3896999999999997,0.24,0.24,0.0,0.010300000000000198
29229,2.88,2.0968,0.65,0.65,0.0,0.7831999999999999
29246,6.26,4.9147000000000025,1.29,1.29,0.0,1.3452999999999973
29380,4.05,3.9652999999999987,1.03,1.03,0.0,0.08470000000000111
29389,2.21,2.1005000000000003,0.66,0.66,0.0,0.10949999999999971
29391,2.22,2.2107999999999985,0.48,0.48,0.0,0.009200000000001651
29445,4.55,3.7309,1.14,1.14,0.0,0.8190999999999997
29478,5.02,4.415200000000001,1.15,1.15,0.0,0.6047999999999982
29500,2.04,1.6150000000000007,0.46,0.46,0.0,0.4249999999999994
29584,5.56,4.057399999999999,0.91,0.91,0.0,1.502600000000001
29599,2.99,2.2758000000000003,0.62,0.62,0.0,0.7142
29623,1.12,0.9185000000000003,0.15,0.15,0.0,0.2014999999999998
29762,12.36,10.626300000000004,2.95,2.95,0.0,1.7336999999999954
29908,2.53,1.3195999999999994,0.19,0.19,0.0,1.2104000000000004
29975,3.06,2.7137000000000024,0.8,0.8,0.0,0.3462999999999976
30025,0.6,0.9778999999999999,0.43,0.43,0.0,0.3778999999999999
30050,1.78,1.3412000000000004,0.51,0.51,0.0,0.43879999999999963
30123,3.96,3.5572000000000004,0.89,0.89,0.0,0.4027999999999996
30125,4.28,3.6240000000000028,0.88,0.88,0.0,0.6559999999999975
30128,4.5,3.576099999999999,1.0,1.0,0.0,0.923900000000001
30248,3.86,2.8785,0.69,0.69,0.0,0.9815
30476,1.75,1.902000000000001,0.26,0.26,0.0,0.15200000000000102
30492,4.36,3.6006000000000014,0.73,0.73,0.0,0.759399999999999
30704,1.96,1.9617999999999995,0.71,0.71,0.0,0.0017999999999995797
30776,5.66,4.3979,0.9,0.9,0.0,1.2621000000000002
30880,0.19,0.32059999999999994,0.12,0.12,0.0,0.13059999999999994
30917,0.94,1.3136999999999999,0.52,0.52,0.0,0.3736999999999999
30923,1.2,1.5534000000000001,0.51,0.51,0.0,0.35340000000000016
30996,3.13,4.6053999999999995,1.33,1.33,0.0,1.4753999999999996
31017,1.76,3.1451999999999987,1.17,1.17,0.0,1.3851999999999987
31020,2.13,2.8972999999999995,1.09,1.09,0.0,0.7672999999999996
31029,2.64,2.685799999999998,0.99,0.99,0.0,0.045799999999998064
31046,6.4,6.2474,1.72,1.72,0.0,0.1526000000000005
31049,5.06,4.7686,1.54,1.54,0.0,0.29139999999999944
31066,6.72,7.239000000000002,2.07,2.07,0.0,0.5190000000000019
31132,0.33,0.7659000000000004,0.48,0.48,0.0,0.43590000000000034
31145,1.84,2.719100000000001,0.69,0.69,0.0,0.8791000000000009
31329,3.18,1.2407000000000006,0.47,0.47,0.0,1.9392999999999996
31359,1.2,1.263100000000001,0.47,0.47,0.0,0.06310000000000104
31430,3.14,2.823300000000003,0.33,0.33,0.0,0.3166999999999973
31431,3.11,2.9248000000000025,0.36,0.36,0.0,0.18519999999999737
31474,5.38,4.848500000000002,0.7,0.7,0.0,0.5314999999999976
31505,4.9,4.043399999999998,0.66,0.66,0.0,0.856600000000002
31526,3.91,3.2831999999999995,0.45,0.45,0.0,0.6268000000000007
31566,5.27,4.203300000000002,0.91,0.91,0.0,1.0666999999999973
31624,2.59,2.2276000000000007,0.24,0.24,0.0,0.36239999999999917
31679,0.84,1.3685999999999994,0.48,0.48,0.0,0.5285999999999994
31683,0.76,1.6385000000000003,0.42,0.42,0.0,0.8785000000000003
31685,1.57,1.2991,0.56,0.56,0.0,0.27090000000000014
31690,2.34,2.471100000000001,0.94,0.94,0.0,0.13110000000000133
31734,0.77,0.7200000000000003,0.12,0.12,0.0,0.04999999999999971
31750,1.07,1.2875000000000005,0.31,0.31,0.0,0.21750000000000047
31762,1.52,2.1305000000000005,1.14,1.14,0.0,0.6105000000000005
31794,1.53,2.1768,0.53,0.53,0.0,0.6468
31884,4.1,4.1184,1.05,1.05,0.0,0.018400000000000638
31896,3.52,3.2765999999999975,0.82,0.82,0.0,0.2434000000000025
31941,4.08,2.4482000000000004,0.57,0.5960999999999999,0.0260999999999999,1.6317999999999997
31943,3.11,2.1217,0.49,0.49,0.0,0.9882999999999997
32128,1.57,1.8706999999999996,0.27,0.27,0.0,0.3006999999999995
32136,1.53,2.200200000000001,0.22,0.3693,0.14930000000000002,0.670200000000001
32366,2.74,2.5864,0.64,0.64,0.0,0.1536000000000004
32393,2.35,1.0241000000000005,0.02,0.02,0.0,1.3258999999999996
32416,2.95,2.8854999999999995,0.33,0.33,0.0,0.06450000000000067
32425,4.23,2.869599999999998,0.49,0.49,0.0,1.3604000000000025
32491,3.81,2.9823000000000004,0.48,0.48,0.0,0.8276999999999997
32535,3.77,2.9441999999999986,0.6,0.6,0.0,0.8258000000000014
32762,2.75,2.4604999999999992,0.33,0.33,0.0,0.28950000000000076
32937,1.3,2.2276,0.56,0.56,0.0,0.9275999999999998
32970,0.85,1.0513000000000006,0.18,0.18,0.0,0.2013000000000006
32992,1.46,1.3836,0.2,0.2,0.0,0.07640000000000002
33012,1.17,1.6312000000000004,0.52,0.52,0.0,0.4612000000000005
33033,2.39,4.0193,1.08,1.08,0.0,1.6293000000000002
33040,1.78,1.4716999999999998,0.04,0.04,0.0,0.30830000000000024
33047,2.45,2.2393000000000005,0.72,0.5390999999999997,0.18090000000000028,0.21069999999999967
33064,2.83,2.8180999999999994,0.64,0.64,0.0,0.011900000000000688
33131,1.29,1.6032000000000002,0.19,0.19,0.0,0.31320000000000014
33138,1.1,1.4317999999999997,0.23,0.23,0.0,0.33179999999999965
33153,1.19,1.3050999999999993,0.2,0.2,0.0,0.11509999999999931
33214,2.78,3.143300000000001,0.68,0.68,0.0,0.36330000000000107
33220,2.97,2.981500000000001,0.68,0.68,0.0,0.011500000000000732
33257,3.49,3.5964000000000005,0.8,0.8,0.0,0.10640000000000027
33270,2.1,2.2004000000000006,0.39,0.39,0.0,0.10040000000000049
33279,1.33,1.699799999999999,0.32,0.32,0.0,0.369799999999999
33384,4.83,4.1545,1.28,1.28,0.0,0.6755000000000004
33544,1.92,2.083100000000001,0.29,0.29,0.0,0.1631000000000009
33545,2.24,2.0079000000000002,0.4,0.4,0.0,0.23209999999999997
33546,2.51,3.086399999999998,0.77,0.77,0.0,0.5763999999999982
33758,5.88,5.954800000000001,1.04,1.04,0.0,0.07480000000000153
33760,6.6,5.6658000000000035,1.13,1.13,0.0,0.9341999999999961
33839,2.03,2.2472,0.49,0.49,0.0,0.21720000000000006
33850,2.19,2.9589999999999996,0.78,0.78,0.0,0.7689999999999997
33876,4.18,4.718999999999999,1.48,1.48,0.0,0.5389999999999997
34027,1.47,1.6205999999999992,0.19,0.19,0.0,0.15059999999999918
34034,1.84,2.1912000000000003,0.5,0.5,0.0,0.3512000000000002
34048,1.57,1.7763999999999995,0.25,0.25,0.0,0.20639999999999947
34063,1.48,1.7298999999999995,0.39,0.39,0.0,0.24989999999999957
34133,1.42,1.4434000000000007,0.25,0.25,0.0,0.023400000000000754
34143,2.99,2.7239000000000004,0.71,0.71,0.0,0.2660999999999998
34181,1.56,1.7997999999999994,0.48,0.48,0.0,0.23979999999999935
34188,3.64,3.850399999999997,1.03,1.03,0.0,0.2103999999999968
34210,0.69,1.2215,0.19,0.19,0.0,0.5315000000000001
34291,5.03,4.8249999999999975,1.28,1.28,0.0,0.20500000000000274
34316,6.62,6.213099999999997,1.25,1.25,0.0,0.4069000000000029
34331,6.36,6.207900000000002,1.46,1.46,0.0,0.15209999999999813
34531,5.87,6.290599999999999,1.76,1.76,0.0,0.42059999999999853
34539,3.23,3.2478999999999996,0.78,0.78,0.0,0.017899999999999583
34562,4.93,5.153299999999999,1.34,1.34,0.0,0.22329999999999917
34622,2.73,2.7268,0.74,0.74,0.0,0.0032000000000000917
34702,3.33,3.0854999999999984,0.64,0.64,0.0,0.24450000000000172
34722,3.14,2.385500000000001,0.57,0.57,0.0,0.7544999999999993
34827,3.51,3.6525000000000016,0.91,0.91,0.0,0.14250000000000185
34836,3.14,3.4956,0.95,0.95,0.0,0.3555999999999999
34839,4.16,4.705400000000001,1.27,1.27,0.0,0.5454000000000008
34945,2.94,3.9717999999999996,0.94,0.94,0.0,1.0317999999999996
35031,5.2,4.631300000000001,1.33,1.33,0.0,0.5686999999999989
35049,3.01,2.5861,0.9,0.9,0.0,0.4238999999999997
