,OC,MF_OC,EC,MF_EC,ABS_ERROR_EC,ABS_ERROR_OC
10246,1.08,1.8443999999999996,0.54,0.54,0.0,0.7643999999999995
10461,3.9,4.800899999999998,1.56,1.56,0.0,0.9008999999999978
10565,5.78,5.925900000000002,1.22,1.22,0.0,0.14590000000000192
10644,6.6,7.530000000000002,2.59,2.59,0.0,0.9300000000000024
10670,5.63,6.397699999999999,2.41,2.41,0.0,0.7676999999999987
10717,7.75,6.412799999999997,1.62,1.62,0.0,1.3372000000000028
10808,9.0,8.128000000000005,2.23,2.23,0.0,0.8719999999999946
10822,5.46,7.269700000000004,1.56,1.868800000000001,0.30880000000000085,1.8097000000000039
10840,4.37,5.4248,1.49,1.49,0.0,1.0548000000000002
10860,7.25,8.040500000000003,2.92,2.92,0.0,0.7905000000000033
10873,2.99,4.1640000000000015,0.95,0.95,0.0,1.1740000000000013
10879,2.06,2.679399999999999,0.58,0.58,0.0,0.6193999999999988
10891,5.15,4.611199999999998,1.15,1.15,0.0,0.5388000000000019
10952,2.17,2.1483999999999988,0.67,0.67,0.0,0.021600000000001174
10974,4.11,4.1758999999999995,0.8,0.8,0.0,0.06589999999999918
11043,4.84,5.971700000000002,2.17,2.17,0.0,1.1317000000000021
11046,2.72,3.318699999999998,1.3,1.3,0.0,0.5986999999999978
11123,4.71,5.462999999999995,2.1,2.1,0.0,0.7529999999999948
11181,2.48,2.5008999999999997,0.74,0.74,0.0,0.020899999999999697
11220,3.85,2.515600000000001,1.03,1.03,0.0,1.3343999999999991
11251,4.46,5.365400000000003,1.56,1.56,0.0,0.9054000000000029
11276,4.02,3.4919999999999987,1.13,1.13,0.0,0.5280000000000009
11332,5.91,5.430700000000002,2.08,2.08,0.0,0.4792999999999985
11363,4.49,5.541400000000001,1.66,1.66,0.0,1.051400000000001
11387,2.92,2.130100000000001,0.29,0.29,0.0,0.7898999999999989
11422,2.51,2.294200000000002,0.51,0.51,0.0,0.215799999999998
11965,1.34,3.1634999999999986,0.97,0.97,0.0,1.8234999999999986
11966,2.8,3.0676999999999994,0.88,0.88,0.0,0.2676999999999996
12159,1.7,1.6990000000000003,0.48,0.48,0.0,0.0009999999999996678
12209,1.1,2.1558,0.62,0.62,0.0,1.0558
12287,3.64,3.2280000000000006,1.1,1.1,0.0,0.4119999999999995
12315,1.9,1.7065999999999997,0.32,0.32,0.0,0.19340000000000024
12366,2.99,3.9870000000000005,1.48,1.48,0.0,0.9970000000000003
16291,5.33,5.819100000000002,1.95,1.95,0.0,0.4891000000000023
16376,4.48,4.509900000000001,1.06,1.06,0.0,0.029900000000000482
16414,2.84,2.931300000000001,0.72,0.72,0.0,0.09130000000000127
16430,2.34,2.4708000000000006,0.49,0.49,0.0,0.1308000000000007
16441,1.81,2.0115999999999996,0.48,0.4899000000000003,0.009900000000000297,0.20159999999999956
16530,2.27,2.6086,0.56,0.56,0.0,0.3386
16591,5.12,4.762099999999997,1.06,1.06,0.0,0.35790000000000344
16592,5.11,5.028999999999998,1.16,1.16,0.0,0.08100000000000218
16633,1.66,1.6229000000000002,0.49,0.49,0.0,0.03709999999999969
16667,3.05,3.5378999999999987,1.06,1.06,0.0,0.4878999999999989
16706,2.85,2.869300000000002,0.6,0.6,0.0,0.019300000000002093
16850,4.22,3.3897000000000013,0.85,0.85,0.0,0.8302999999999985
16912,2.01,1.8779,0.5,0.5,0.0,0.13209999999999988
16982,3.31,3.4069999999999983,0.93,0.93,0.0,0.0969999999999982
16992,3.64,3.4082000000000003,0.89,0.89,0.0,0.23179999999999978
17126,4.03,5.213299999999999,1.43,1.43,0.0,1.1832999999999991
17208,3.1,2.834900000000001,0.77,0.77,0.0,0.265099999999999
17222,6.39,6.280899999999999,1.59,1.59,0.0,0.10910000000000064
17236,4.74,4.859700000000002,1.23,1.23,0.0,0.1197000000000017
17299,4.24,4.393200000000003,1.13,1.13,0.0,0.15320000000000267
17322,6.93,6.552900000000003,1.82,1.82,0.0,0.3770999999999969
17377,5.41,4.9755,1.1,1.1,0.0,0.4344999999999999
17422,2.21,2.2002000000000006,0.66,0.66,0.0,0.009799999999999365
17478,5.68,5.071500000000001,1.17,1.17,0.0,0.6084999999999985
17493,10.99,10.058799999999996,1.61,1.61,0.0,0.931200000000004
17504,10.43,10.841299999999995,1.68,1.68,0.0,0.41129999999999534
17506,10.14,10.712499999999999,1.54,1.54,0.0,0.572499999999998
17532,6.94,5.731699999999998,1.07,1.07,0.0,1.2083000000000022
17540,3.05,2.3308,0.54,0.6084999999999998,0.06849999999999978,0.7191999999999998
17592,2.7,3.1798999999999995,0.92,0.92,0.0,0.4798999999999993
17593,2.94,3.3309000000000015,0.93,0.93,0.0,0.3909000000000016
17602,3.95,4.315900000000002,1.23,1.23,0.0,0.36590000000000167
17606,2.63,2.9238000000000017,0.8,0.8,0.0,0.29380000000000184
17619,3.38,3.408300000000001,0.85,0.85,0.0,0.028300000000001102
17683,6.52,6.292200000000004,1.69,1.69,0.0,0.22779999999999578
17694,5.19,5.070999999999999,1.18,1.18,0.0,0.11900000000000155
17720,8.05,7.2956,3.02,3.02,0.0,0.7544000000000004
17833,4.28,4.175999999999998,1.04,1.04,0.0,0.10400000000000187
17834,4.6,3.9098,1.08,1.08,0.0,0.6901999999999995
17872,4.16,4.201199999999998,1.1,1.1,0.0,0.04119999999999813
17889,4.28,3.9906000000000024,2.05,2.05,0.0,0.2893999999999979
17965,7.99,7.430000000000003,2.63,2.63,0.0,0.559999999999997
17967,5.62,5.975200000000001,1.81,1.7679999999999996,0.04200000000000048,0.35520000000000085
18005,4.12,4.252500000000001,1.34,1.34,0.0,0.13250000000000117
18010,4.82,5.1862,1.65,1.65,0.0,0.3662000000000001
18069,6.64,7.1782,1.64,1.64,0.0,0.5382000000000007
18098,2.16,1.9726999999999995,0.53,0.53,0.0,0.1873000000000007
18142,2.33,2.379900000000001,0.69,0.69,0.0,0.049900000000000944
18146,2.63,2.2971,0.65,0.65,0.0,0.3329
18148,2.21,2.0983000000000005,0.58,0.58,0.0,0.11169999999999947
18151,2.65,2.8354000000000004,0.76,0.76,0.0,0.18540000000000045
18232,1.92,2.2249999999999996,0.48,0.48,0.0,0.3049999999999997
18339,4.18,4.5468,1.06,1.06,0.0,0.36680000000000046
18359,2.97,2.7942,0.74,0.74,0.0,0.17580000000000018
18370,6.08,5.609100000000001,1.5,1.5,0.0,0.47089999999999943
18443,4.43,4.417400000000001,1.44,1.44,0.0,0.012599999999999056
18461,3.54,3.713800000000001,1.04,0.9497,0.09030000000000005,0.17380000000000084
18843,6.22,5.971500000000003,1.92,1.92,0.0,0.2484999999999964
18857,6.16,5.463700000000001,1.26,1.26,0.0,0.696299999999999
18933,8.07,8.721099999999998,3.76,3.76,0.0,0.6510999999999978
18940,7.09,7.274600000000001,2.66,2.66,0.0,0.18460000000000143
18947,4.66,5.210100000000001,1.66,1.66,0.0,0.5501000000000005
18991,4.07,3.9288000000000007,1.11,1.11,0.0,0.14119999999999955
18998,4.48,4.066400000000001,1.07,1.07,0.0,0.41359999999999975
19007,4.11,4.0333,1.33,1.33,0.0,0.07670000000000066
19030,2.14,1.9869000000000006,0.42,0.42,0.0,0.15309999999999957
19082,1.52,1.6721000000000001,0.51,0.51,0.0,0.15210000000000012
19177,5.18,4.439299999999999,1.26,1.26,0.0,0.7407000000000004
19211,5.35,4.6813,1.3,1.3,0.0,0.6686999999999994
19217,3.39,3.3207000000000018,0.72,0.8838000000000001,0.16380000000000017,0.06929999999999836
19322,0.0,0.10529999999999999,0.05,0.05,0.0,0.10529999999999999
19404,1.47,1.6170000000000007,0.33,0.33,0.0,0.14700000000000069
19429,0.46,0.5687999999999999,0.18,0.18,0.0,0.10879999999999984
19437,0.25,0.3385000000000001,0.17,0.17,0.0,0.08850000000000008
19471,2.75,3.2363999999999997,1.16,1.16,0.0,0.4863999999999997
19506,6.8,7.277900000000003,2.19,2.19,0.0,0.47790000000000354
19537,7.95,7.898299999999997,2.36,2.36,0.0,0.051700000000002966
19623,1.33,1.7490000000000003,0.4,0.4,0.0,0.41900000000000026
19913,3.53,4.677599999999999,1.12,1.12,0.0,1.1475999999999993
19950,2.56,3.450699999999999,1.05,1.05,0.0,0.8906999999999989
20193,3.96,5.314300000000006,1.94,1.94,0.0,1.3543000000000056
20367,3.47,4.1417,1.21,1.21,0.0,0.6717
20374,4.14,4.024400000000001,1.23,1.23,0.0,0.11559999999999881
20382,3.56,3.6717000000000013,1.12,1.12,0.0,0.11170000000000124
20474,0.0,0.011600000000000001,0.12,0.12,0.0,0.011600000000000001
20481,3.88,3.0106999999999995,0.79,0.79,0.0,0.8693000000000004
20498,4.03,3.5915000000000004,0.87,0.87,0.0,0.4384999999999999
20532,2.73,2.6889999999999983,0.81,0.81,0.0,0.0410000000000017
20704,0.52,0.6074999999999995,0.79,0.79,0.0,0.08749999999999947
20894,0.98,0.8772999999999997,0.13,0.13,0.0,0.10270000000000024
20909,1.08,0.8475,0.13,0.13,0.0,0.23250000000000004
20946,4.65,5.799700000000001,1.35,1.35,0.0,1.149700000000001
20979,1.83,3.0192000000000005,0.58,1.0340999999999996,0.4540999999999996,1.1892000000000005
21021,4.26,3.9794999999999994,1.04,1.04,0.0,0.2805000000000004
21035,5.51,5.823999999999997,1.4,1.4,0.0,0.3139999999999974
21045,5.74,5.214500000000004,1.32,1.32,0.0,0.5254999999999965
21054,3.59,3.8556999999999992,1.14,1.14,0.0,0.2656999999999994
21090,1.76,2.1008999999999998,0.38,0.38,0.0,0.34089999999999976
21149,1.67,2.0746999999999987,0.81,0.81,0.0,0.4046999999999987
21217,3.78,2.5941,0.87,0.87,0.0,1.1858999999999997
21257,1.07,1.4287,0.29,0.29,0.0,0.3587
21450,1.16,1.8696999999999997,0.57,0.57,0.0,0.7096999999999998
21478,2.19,2.1099000000000006,0.84,0.84,0.0,0.0800999999999994
21501,2.88,1.8993999999999989,0.35,0.35,0.0,0.980600000000001
21522,0.73,0.56,0.12,0.12,0.0,0.16999999999999993
21532,0.51,0.5547999999999997,0.11,0.11,0.0,0.04479999999999973
21542,3.39,2.375500000000001,0.36,0.36,0.0,1.014499999999999
21552,4.08,3.7889999999999997,0.71,0.71,0.0,0.29100000000000037
21697,2.84,1.7181,0.31,0.31,0.0,1.1219
21704,3.93,3.0769,1.1,1.1,0.0,0.8531
22359,7.49,5.044799999999998,0.96,0.96,0.0,2.4452000000000025
22402,3.59,3.528500000000002,0.56,0.56,0.0,0.06149999999999789
22408,5.5,4.7067,0.44,0.44,0.0,0.7933000000000003
22550,3.78,2.2540999999999993,0.87,0.87,0.0,1.5259000000000005
22849,2.17,1.877299999999999,0.84,0.84,0.0,0.29270000000000085
22856,2.43,3.3607999999999993,1.6,1.6,0.0,0.9307999999999992
22908,1.93,1.237500000000001,0.18,0.18,0.0,0.692499999999999
23019,0.52,0.5483,0.07,0.07,0.0,0.028299999999999992
23049,0.26,0.6752000000000001,0.26,0.41480000000000006,0.15480000000000005,0.4152000000000001
23057,1.62,1.7675,0.34,0.34,0.0,0.14749999999999996
23223,0.82,1.2858999999999994,0.45,0.45,0.0,0.4658999999999994
23225,0.94,1.5232999999999992,0.5,0.5,0.0,0.5832999999999993
23232,0.42,0.6814,0.31,0.31,0.0,0.2614
23365,3.38,2.0513,0.32,0.32,0.0,1.3287
23373,2.22,2.1580999999999984,0.58,0.58,0.0,0.06190000000000184
23386,1.0,1.6349000000000005,0.21,0.21,0.0,0.6349000000000005
23423,1.11,0.8971000000000002,0.26,0.26,0.0,0.21289999999999987
23534,0.89,1.3480999999999994,0.25,0.34459999999999996,0.09459999999999996,0.4580999999999994
23573,1.49,1.6958000000000006,0.39,0.39,0.0,0.20580000000000065
23601,0.37,0.637,0.27,0.27,0.0,0.267
23648,0.34,0.44039999999999985,0.43,0.43,0.0,0.10039999999999982
23682,0.94,1.5056,0.8,0.8,0.0,0.5656000000000001
23685,1.54,1.4765000000000004,0.69,0.69,0.0,0.06349999999999967
23694,1.27,1.8169,1.09,1.09,0.0,0.5468999999999999
23727,0.97,1.6124999999999992,0.92,0.92,0.0,0.6424999999999992
23954,1.26,1.4144999999999999,0.38,0.38,0.0,0.15449999999999986
24054,0.34,0.5383999999999998,0.1,0.1,0.0,0.19839999999999974
24152,2.7,3.1319999999999992,0.92,0.92,0.0,0.43199999999999905
24218,0.02,0.05829999999999996,0.03,0.03,0.0,0.03829999999999996
24259,1.56,1.7969,0.33,0.33,0.0,0.2368999999999999
24262,1.27,1.4823000000000004,0.25,0.25,0.0,0.21230000000000038
24378,2.61,2.1902999999999997,0.45,0.45,0.0,0.4197000000000002
24417,5.79,4.912700000000002,1.43,1.43,0.0,0.8772999999999982
24459,3.35,3.354199999999999,0.88,0.88,0.0,0.004199999999999093
24501,1.68,1.6621999999999997,0.5,0.5,0.0,0.01780000000000026
24671,1.81,1.6964000000000008,0.35,0.35,0.0,0.11359999999999926
24789,1.61,1.9062999999999999,0.42,0.42,0.0,0.2962999999999998
24817,1.85,1.6326999999999998,0.36,0.36,0.0,0.21730000000000027
24886,6.96,5.7381,1.59,1.59,0.0,1.2218999999999998
24990,4.59,5.1293999999999995,1.43,1.43,0.0,0.5393999999999997
25033,0.61,0.7308999999999999,0.18,0.18,0.0,0.1208999999999999
25233,3.84,3.3638000000000012,1.12,1.12,0.0,0.4761999999999986
25268,4.42,4.9511,1.25,1.25,0.0,0.5311000000000003
25350,1.75,2.188800000000001,0.61,0.61,0.0,0.43880000000000097
25383,2.02,2.0072,0.53,0.53,0.0,0.012799999999999923
25393,2.25,2.1223,0.58,0.58,0.0,0.12769999999999992
25411,2.38,2.6324999999999994,0.74,0.74,0.0,0.2524999999999995
25434,3.71,4.0057,1.14,1.14,0.0,0.2957000000000001
25447,3.24,4.0386999999999995,1.18,1.18,0.0,0.7986999999999993
25475,5.1,5.6145999999999985,1.54,1.54,0.0,0.5145999999999988
25578,4.52,3.9709000000000008,1.33,1.33,0.0,0.5490999999999988
25589,2.71,2.7579999999999996,0.58,0.58,0.0,0.0479999999999996
25656,1.94,1.8089999999999997,0.52,0.52,0.0,0.13100000000000023
25671,3.24,3.012,0.81,0.81,0.0,0.2280000000000002
25756,1.59,1.6158999999999997,0.26,0.26,0.0,0.02589999999999959
25761,1.95,2.1329000000000007,0.36,0.36,0.0,0.18290000000000073
25876,2.2,2.3156999999999996,0.59,0.59,0.0,0.11569999999999947
25973,3.26,3.442200000000002,0.9,0.9,0.0,0.18220000000000214
26236,2.03,1.8833999999999995,0.41,0.41,0.0,0.14660000000000029
26237,1.87,1.9120999999999995,0.4,0.4,0.0,0.04209999999999936
26260,2.91,3.1856000000000004,0.73,0.73,0.0,0.2756000000000003
26298,5.49,4.6699,1.45,1.45,0.0,0.8201
26300,5.24,4.5736,1.66,1.66,0.0,0.6664000000000003
26363,4.33,4.3011,1.14,1.14,0.0,0.028900000000000148
26399,6.46,6.154899999999995,1.95,1.95,0.0,0.3051000000000048
26406,7.96,8.578899999999999,2.28,2.28,0.0,0.6188999999999991
26412,4.99,5.349300000000002,1.37,1.37,0.0,0.35930000000000195
26516,6.38,6.115499999999998,1.73,1.73,0.0,0.26450000000000173
26525,7.97,5.6113,1.38,1.38,0.0,2.3587
26543,7.48,6.0402,1.84,1.84,0.0,1.4398000000000009
26547,7.8,6.933000000000003,1.7,1.7,0.0,0.8669999999999964
26554,6.7,6.5785,1.91,1.91,0.0,0.12150000000000016
26563,10.72,9.2761,3.22,3.22,0.0,1.443900000000001
26589,10.7,8.6367,2.78,2.5087,0.27129999999999965,2.0633
26598,9.78,9.436399999999997,2.57,2.57,0.0,0.3436000000000021
26854,5.54,4.784799999999998,1.36,1.36,0.0,0.7552000000000021
26885,4.21,3.2834000000000017,1.07,1.07,0.0,0.9265999999999983
26886,4.11,3.1601000000000004,1.1,1.1,0.0,0.9499
26893,4.95,6.1251,1.6,1.6,0.0,1.1750999999999996
26918,4.97,4.921599999999999,1.06,1.06,0.0,0.04840000000000089
26945,3.15,2.5778000000000016,0.48,0.48,0.0,0.5721999999999983
26997,4.13,4.0218,0.98,0.98,0.0,0.10820000000000007
27004,4.46,4.6533,1.6,1.6,0.0,0.1932999999999998
27075,2.98,2.207699999999999,0.53,0.53,0.0,0.7723000000000009
27107,2.17,2.7482999999999986,0.65,0.65,0.0,0.5782999999999987
27143,3.41,3.3373000000000013,0.8,0.8,0.0,0.07269999999999888
27156,2.87,3.2279,0.87,0.87,0.0,0.3578999999999999
27161,3.78,4.8983,1.28,1.28,0.0,1.1183
27169,5.59,5.296999999999996,1.45,1.45,0.0,0.2930000000000037
27234,4.43,4.0571,1.09,1.09,0.0,0.37289999999999957
27275,6.12,5.399699999999999,1.26,1.362,0.10200000000000009,0.7203000000000008
27285,6.91,5.573199999999997,1.15,1.15,0.0,1.3368000000000029
27288,8.06,6.952300000000004,1.24,1.24,0.0,1.1076999999999968
27324,7.04,7.328600000000005,1.99,1.99,0.0,0.2886000000000051
27346,4.91,5.0298,1.44,1.44,0.0,0.11979999999999968
27350,3.2,3.0187,0.63,0.63,0.0,0.18130000000000024
27456,3.66,2.9130000000000003,0.83,0.83,0.0,0.7469999999999999
27464,3.18,2.9646999999999997,1.17,1.17,0.0,0.2153000000000005
27729,10.5,9.359999999999996,2.85,2.85,0.0,1.1400000000000041
27772,9.9,9.332400000000002,1.76,1.76,0.0,0.5675999999999988
