,OC,MF_OC,EC,MF_EC,ABS_ERROR_EC,ABS_ERROR_OC
27050,2.51,2.51,0.53,0.5758000000000002,0.045800000000000174,0.0
27071,3.8,3.8,0.95,1.0325999999999995,0.08259999999999956,0.0
27080,3.25,3.25,0.99,0.8645999999999998,0.12540000000000018,0.0
27239,5.96,5.96,1.41,1.3242999999999998,0.08570000000000011,0.0
27250,3.45,3.45,0.84,0.8519000000000002,0.011900000000000244,0.0
27275,6.12,5.399699999999999,1.26,1.362,0.10200000000000009,0.7203000000000008
27292,7.12,7.12,1.12,1.5172000000000005,0.39720000000000044,0.0
27311,5.48,5.48,1.32,1.2473000000000005,0.07269999999999954,0.0
27395,3.31,3.31,0.95,0.8691000000000001,0.08089999999999986,0.0
27421,6.98,6.98,1.5,1.5515000000000003,0.05150000000000032,0.0
27434,5.71,5.71,1.21,1.3618000000000003,0.15180000000000038,0.0
27516,6.38,6.38,1.37,1.5659999999999998,0.19599999999999973,0.0
27574,8.42,8.42,2.0,1.7589000000000004,0.24109999999999965,0.0
27621,8.04,8.04,1.99,2.2931999999999984,0.30319999999999836,0.0
