,OC,MF_OC,EC,MF_EC,ABS_ERROR_EC,ABS_ERROR_OC
27629,6.76,6.76,1.51,1.6261999999999994,0.11619999999999941,0.0
27630,6.96,6.96,1.75,1.7184,0.03160000000000007,0.0
27700,6.48,6.48,1.26,1.4044000000000003,0.1444000000000003,0.0
27808,8.07,8.07,2.11,2.7623999999999995,0.6523999999999996,0.0
27841,7.68,7.68,2.09,2.3884999999999996,0.29849999999999977,0.0
27904,4.07,4.07,0.73,1.0408,0.31079999999999997,0.0
27926,5.56,5.047299999999999,1.52,1.4724000000000004,0.04759999999999964,0.5127000000000006
27931,6.28,6.28,1.43,1.6032000000000002,0.17320000000000024,0.0
27944,4.63,4.63,1.14,1.1686999999999999,0.028699999999999948,0.0
27956,6.99,6.99,1.34,1.2916000000000003,0.04839999999999978,0.0
27993,6.33,6.33,2.2,2.1638000000000006,0.036199999999999566,0.0
28089,4.15,4.15,1.13,1.0787000000000007,0.051299999999999235,0.0
28092,3.9,3.9,1.02,1.131,0.11099999999999999,0.0
28154,2.48,2.48,0.7,0.7497000000000001,0.04970000000000019,0.0
28169,6.58,6.58,2.15,1.8180999999999998,0.3319000000000001,0.0
28294,1.37,1.37,0.44,0.4648999999999999,0.024899999999999922,0.0
28297,1.15,1.15,0.43,0.3584000000000001,0.07159999999999989,0.0
28329,4.2,4.2,1.28,1.4421000000000004,0.16210000000000035,0.0
28420,2.48,2.48,0.4,0.6197999999999998,0.21979999999999977,0.0
28474,2.1,2.1,0.41,0.5086000000000002,0.09860000000000019,0.0
28513,2.72,2.72,0.74,0.6872,0.05279999999999996,0.0
28538,3.09,3.09,0.39,0.5366000000000004,0.1466000000000004,0.0
28585,1.73,1.73,0.47,0.4430999999999997,0.026900000000000257,0.0
28594,4.26,4.26,1.33,1.7778999999999998,0.44789999999999974,0.0
28653,2.33,2.33,0.36,0.6197999999999999,0.2597999999999999,0.0
28762,3.71,3.71,1.24,1.2557,0.015700000000000047,0.0
28787,3.4,3.4,1.1,0.9459000000000001,0.15410000000000001,0.0
28817,2.13,2.13,0.74,0.5256000000000003,0.2143999999999997,0.0
28845,2.67,2.67,0.86,0.6873000000000001,0.17269999999999985,0.0
28893,1.73,1.73,0.83,0.7072999999999999,0.12270000000000003,0.0
28897,2.32,2.32,0.79,0.6949999999999992,0.09500000000000086,0.0
28943,3.11,3.11,1.03,0.9197,0.11030000000000006,0.0
29010,5.14,5.14,1.54,1.3584999999999994,0.18150000000000066,0.0
29040,3.67,3.67,1.28,1.1900999999999993,0.08990000000000076,0.0
29087,0.62,0.62,0.21,0.22960000000000005,0.019600000000000062,0.0
29099,1.66,1.66,0.42,0.43430000000000013,0.014300000000000146,0.0
29104,2.31,2.31,0.51,0.4681000000000003,0.041899999999999715,0.0
29147,2.0,2.0,0.52,0.5449000000000002,0.024900000000000144,0.0
29154,2.13,2.13,0.53,0.6067999999999999,0.07679999999999987,0.0
29190,1.99,1.99,0.78,0.5605,0.21950000000000003,0.0
29272,5.92,5.92,1.61,1.5814999999999995,0.028500000000000636,0.0
29324,2.56,2.56,0.47,0.7220000000000002,0.2520000000000002,0.0
29373,4.4,4.4,1.18,1.4376000000000002,0.2576000000000003,0.0
29474,6.6,6.6,1.02,1.5005000000000002,0.48050000000000015,0.0
29550,6.33,6.33,2.28,1.9657999999999993,0.3142000000000005,0.0
29557,8.93,8.93,1.88,1.8796000000000006,0.0003999999999992898,0.0
29558,4.86,4.86,1.09,1.1935999999999996,0.10359999999999947,0.0
29640,3.09,3.09,0.43,0.4261000000000001,0.0038999999999999035,0.0
29725,7.51,7.51,3.65,2.0776999999999997,1.5723000000000003,0.0
29765,9.19,9.19,2.6,2.5981999999999976,0.0018000000000024663,0.0
29781,2.38,2.38,0.45,0.7051999999999997,0.2551999999999997,0.0
29978,2.91,2.91,0.66,0.7330999999999998,0.07309999999999972,0.0
30152,0.56,0.56,0.25,0.14489999999999997,0.10510000000000003,0.0
30249,3.7,3.7,0.56,0.7530999999999995,0.1930999999999995,0.0
30383,1.1,1.1,0.55,0.6251000000000003,0.07510000000000028,0.0
30386,0.81,0.81,0.53,0.5364,0.006399999999999961,0.0
30395,1.32,1.32,0.71,0.7072999999999997,0.0027000000000002577,0.0
30406,1.22,1.22,0.8,0.7155000000000002,0.0844999999999998,0.0
30456,1.05,1.05,0.14,0.1887000000000001,0.04870000000000008,0.0
30483,2.59,2.59,0.3,0.5387000000000002,0.2387000000000002,0.0
30511,3.26,3.26,1.13,0.9574000000000003,0.17259999999999964,0.0
30523,3.69,3.69,0.85,1.0926000000000002,0.24260000000000026,0.0
30528,2.95,2.95,0.59,0.6554999999999996,0.06549999999999967,0.0
30550,5.65,5.65,0.94,0.9580999999999997,0.018099999999999783,0.0
30692,1.47,1.47,0.5,0.6733000000000001,0.17330000000000012,0.0
30723,1.91,1.91,0.61,0.6350000000000002,0.025000000000000244,0.0
30792,2.0,2.0,0.47,0.4858,0.015800000000000036,0.0
30848,0.2,0.2,0.15,0.1546,0.004599999999999993,0.0
30887,0.29,0.29,0.12,0.12959999999999997,0.00959999999999997,0.0
30932,2.03,2.03,0.56,0.7116999999999999,0.15169999999999983,0.0
31034,2.87,2.87,1.03,1.0400000000000005,0.010000000000000453,0.0
31051,4.38,4.38,1.61,1.4477000000000002,0.1622999999999999,0.0
31146,1.98,1.98,0.76,0.8202999999999997,0.06029999999999969,0.0
31193,2.92,2.92,0.82,0.7886999999999996,0.03130000000000033,0.0
31475,6.45,6.45,0.84,0.9986000000000004,0.1586000000000004,0.0
31535,1.34,1.34,0.12,0.2482999999999999,0.12829999999999991,0.0
31559,4.67,4.67,0.79,1.0951,0.3050999999999999,0.0
31589,2.17,2.17,0.61,0.6013999999999999,0.008600000000000052,0.0
31592,2.21,2.21,0.84,0.7600999999999999,0.07990000000000008,0.0
31597,4.01,4.01,0.91,0.9163000000000001,0.006300000000000083,0.0
31603,1.19,1.19,0.44,0.44,0.0,0.0
31617,3.82,3.82,0.8,0.6657000000000002,0.13429999999999986,0.0
31697,4.69,4.69,0.98,0.9294999999999998,0.05050000000000021,0.0
31715,2.03,2.03,0.16,0.24530000000000005,0.08530000000000004,0.0
31866,3.51,3.51,0.89,1.2233999999999996,0.3333999999999996,0.0
31899,3.15,3.15,0.83,0.7957,0.0343,0.0
31941,4.08,2.4482000000000004,0.57,0.5960999999999999,0.0260999999999999,1.6317999999999997
31961,1.48,1.48,0.28,0.33769999999999994,0.05769999999999992,0.0
31987,2.2,2.2,0.31,0.3754000000000001,0.06540000000000012,0.0
32029,3.0,3.0,0.42,0.5926,0.17260000000000003,0.0
32136,1.53,2.200200000000001,0.22,0.3693,0.14930000000000002,0.670200000000001
32197,2.85,2.85,0.39,0.5494000000000002,0.1594000000000002,0.0
32328,6.48,6.48,1.15,1.2435,0.09350000000000014,0.0
32334,5.2,5.2,1.45,1.2831000000000004,0.1668999999999996,0.0
32454,4.85,4.85,0.67,0.6327999999999997,0.037200000000000344,0.0
32866,6.45,6.45,1.39,1.5382000000000005,0.14820000000000055,0.0
32899,0.56,0.56,0.13,0.10739999999999993,0.02260000000000008,0.0
32900,0.47,0.47,0.1,0.09769999999999994,0.002300000000000066,0.0
32914,1.85,1.85,0.6,0.4429,0.15709999999999996,0.0
32962,3.95,3.95,1.58,1.3632999999999993,0.21670000000000078,0.0
32969,1.12,1.12,0.21,0.28730000000000006,0.07730000000000006,0.0
32974,0.55,0.55,0.11,0.14850000000000002,0.03850000000000002,0.0
32985,0.8,0.8,0.14,0.14780000000000004,0.007800000000000029,0.0
33016,1.15,1.15,0.35,0.2794000000000002,0.07059999999999977,0.0
33018,1.21,1.21,0.4,0.3578,0.042200000000000015,0.0
33047,2.45,2.2393000000000005,0.72,0.5390999999999997,0.18090000000000028,0.21069999999999967
33098,4.33,4.33,1.13,1.0308000000000004,0.09919999999999951,0.0
33101,4.7,4.7,1.23,1.1746000000000003,0.05539999999999967,0.0
33119,1.97,1.97,0.26,0.4371999999999999,0.1771999999999999,0.0
33148,1.31,1.31,0.18,0.26499999999999985,0.08499999999999985,0.0
33155,1.38,1.38,0.26,0.3600999999999999,0.10009999999999991,0.0
33245,3.98,3.98,0.93,0.9520999999999994,0.022099999999999342,0.0
33298,1.6,1.6,0.36,0.48979999999999985,0.12979999999999986,0.0
33315,3.43,3.43,0.98,1.0501,0.07010000000000005,0.0
33333,4.25,4.25,1.22,1.1693999999999998,0.0506000000000002,0.0
33355,5.7,5.7,1.96,1.6423999999999999,0.3176000000000001,0.0
33362,5.64,5.64,1.61,1.569499999999999,0.04050000000000109,0.0
33364,3.65,3.65,1.07,0.9989999999999998,0.07100000000000029,0.0
33365,3.69,3.69,1.07,0.9574999999999999,0.11250000000000016,0.0
33415,2.95,2.95,1.5,0.9885999999999995,0.5114000000000005,0.0
33455,2.14,2.14,0.47,0.5751000000000001,0.10510000000000008,0.0
33485,2.87,2.87,0.59,0.6556000000000001,0.0656000000000001,0.0
33624,5.46,5.46,1.02,1.2385999999999988,0.2185999999999988,0.0
33654,7.41,7.41,1.6,1.8299000000000003,0.22990000000000022,0.0
33665,1.56,1.56,0.63,0.36190000000000005,0.26809999999999995,0.0
33681,1.04,1.04,0.2,0.21029999999999993,0.01029999999999992,0.0
33682,1.18,1.18,0.25,0.3123000000000001,0.06230000000000008,0.0
33750,6.96,6.96,1.49,1.6447000000000003,0.15470000000000028,0.0
33792,3.83,3.83,0.77,0.9545,0.1845,0.0
33795,3.04,3.04,0.61,0.7130000000000004,0.10300000000000042,0.0
33820,6.04,6.04,1.23,1.5462,0.31620000000000004,0.0
33873,3.87,3.87,1.46,1.4330000000000005,0.02699999999999947,0.0
33972,5.1,5.1,0.97,1.4606000000000003,0.49060000000000037,0.0
34044,1.67,1.67,0.35,0.3851,0.03510000000000002,0.0
34064,1.78,1.78,0.44,0.41259999999999997,0.027400000000000035,0.0
34088,4.55,4.55,1.2,1.4201,0.22009999999999996,0.0
34166,5.47,5.47,1.3,1.6224,0.3224,0.0
34183,1.85,1.85,0.55,0.5434,0.00660000000000005,0.0
34253,4.96,4.96,1.14,1.2441999999999995,0.10419999999999963,0.0
34304,4.01,4.01,1.02,1.0930999999999997,0.07309999999999972,0.0
34426,1.47,1.47,0.28,0.37260000000000004,0.09260000000000002,0.0
34660,4.54,4.54,1.33,1.3500000000000003,0.02000000000000024,0.0
34830,3.27,3.27,0.96,1.0133999999999994,0.05339999999999945,0.0
34863,4.18,4.18,1.18,1.0419000000000005,0.13809999999999945,0.0
34877,4.88,4.88,1.35,1.3258000000000012,0.02419999999999889,0.0
34884,4.75,4.75,1.32,1.554500000000001,0.23450000000000104,0.0
34937,3.57,3.57,1.16,1.0089000000000001,0.1510999999999998,0.0
34993,3.05,3.05,0.61,0.8846,0.27460000000000007,0.0
34999,2.1,2.1,0.42,0.5033000000000003,0.08330000000000032,0.0
35021,1.59,1.59,0.38,0.48239999999999994,0.10239999999999994,0.0
35022,1.77,1.77,0.48,0.6644999999999999,0.1844999999999999,0.0
